AS14.17,2014-03-13,circumplex.valence,0.75,4
AS14.17,2014-03-13,sms,2.0,2
AS14.17,2014-03-13,mood,7.25,4
AS14.17,2014-03-13,circumplex.arousal,0.75,4
AS14.17,2014-03-12,circumplex.valence,0.2,5
AS14.17,2014-03-12,mood,6.4,5
AS14.17,2014-03-12,circumplex.arousal,0.2,5
AS14.17,2014-03-11,circumplex.valence,0.4,5
AS14.17,2014-03-11,mood,6.2,5
AS14.17,2014-03-11,circumplex.arousal,0.0,5
AS14.17,2014-03-10,circumplex.valence,0.6666666666666666,3
AS14.17,2014-03-10,mood,7.333333333333333,3
AS14.17,2014-03-10,circumplex.arousal,0.6666666666666666,3
AS14.17,2014-03-17,sms,1.0,1
AS14.17,2014-03-16,call,1.0,1
AS14.17,2014-03-15,sms,1.0,1
AS14.17,2014-03-14,circumplex.valence,1.0,3
AS14.17,2014-03-14,mood,8.0,3
AS14.17,2014-03-14,circumplex.arousal,1.0,3
AS14.17,2014-03-31,appCat.communication,1522.1409999999998,55
AS14.17,2014-03-31,appCat.entertainment,932.0840000000001,5
AS14.17,2014-03-31,mood,7.25,4
AS14.17,2014-03-31,appCat.utilities,105.084,4
AS14.17,2014-03-31,screen,5835.675001382825,58
AS14.17,2014-03-31,appCat.social,2770.202,21
AS14.17,2014-03-31,appCat.travel,8194.607,17
AS14.17,2014-03-31,activity,0.09798605176533887,24
AS14.17,2014-03-31,circumplex.valence,1.0,4
AS14.17,2014-03-31,appCat.other,581.2459999999999,15
AS14.17,2014-03-31,appCat.builtin,536.6229999999998,92
AS14.17,2014-03-31,circumplex.arousal,0.5,4
AS14.17,2014-03-30,appCat.communication,306.951,17
AS14.17,2014-03-30,mood,8.0,3
AS14.17,2014-03-30,screen,591.533999681473,15
AS14.17,2014-03-30,appCat.social,112.483,1
AS14.17,2014-03-30,appCat.travel,59.765,1
AS14.17,2014-03-30,activity,0.008333333333333333,16
AS14.17,2014-03-30,circumplex.valence,1.0,3
AS14.17,2014-03-30,appCat.other,32.299,4
AS14.17,2014-03-30,appCat.builtin,112.634,12
AS14.17,2014-03-30,circumplex.arousal,1.0,3
AS14.17,2014-03-19,call,2.0,2
AS14.17,2014-03-18,call,10.0,10
AS14.17,2014-04-16,appCat.communication,3554.094000000004,153
AS14.17,2014-04-16,appCat.entertainment,762.9350000000001,10
AS14.17,2014-04-16,mood,7.2,5
AS14.17,2014-04-16,appCat.utilities,28.097,2
AS14.17,2014-04-16,screen,6143.1280026435825,167
AS14.17,2014-04-16,sms,1.0,1
AS14.17,2014-04-16,appCat.office,55.257000000000005,2
AS14.17,2014-04-16,appCat.social,1023.3910000000003,29
AS14.17,2014-04-16,appCat.travel,196.31300000000002,11
AS14.17,2014-04-16,call,2.0,2
AS14.17,2014-04-16,activity,0.11137417839840907,24
AS14.17,2014-04-16,circumplex.valence,1.0,5
AS14.17,2014-04-16,appCat.other,46.701,5
AS14.17,2014-04-16,appCat.builtin,685.2299999999996,107
AS14.17,2014-04-16,circumplex.arousal,0.8,5
AS14.17,2014-04-17,appCat.communication,1653.3190000000004,89
AS14.17,2014-04-17,appCat.entertainment,1243.039,10
AS14.17,2014-04-17,mood,7.0,5
AS14.17,2014-04-17,appCat.utilities,4.649,3
AS14.17,2014-04-17,screen,4463.335999727246,99
AS14.17,2014-04-17,sms,2.0,2
AS14.17,2014-04-17,appCat.social,1491.9759999999997,28
AS14.17,2014-04-17,activity,0.11615087487091101,24
AS14.17,2014-04-17,circumplex.valence,1.0,5
AS14.17,2014-04-17,appCat.other,43.742999999999995,5
AS14.17,2014-04-17,appCat.builtin,366.35799999999995,57
AS14.17,2014-04-17,circumplex.arousal,0.4,5
AS14.17,2014-04-14,appCat.communication,379.3259999999999,26
AS14.17,2014-04-14,mood,7.0,5
AS14.17,2014-04-14,screen,1618.4909994602206,165
AS14.17,2014-04-14,appCat.office,148.85,1
AS14.17,2014-04-14,appCat.social,319.57,32
AS14.17,2014-04-14,appCat.travel,271.42599999999993,76
AS14.17,2014-04-14,call,1.0,1
AS14.17,2014-04-14,activity,0.0851143385464617,24
AS14.17,2014-04-14,circumplex.valence,1.0,5
AS14.17,2014-04-14,appCat.other,49.449999999999996,7
AS14.17,2014-04-14,appCat.builtin,459.02999999999986,90
AS14.17,2014-04-14,circumplex.arousal,0.8,5
AS14.17,2014-04-15,appCat.communication,6544.821000000001,135
AS14.17,2014-04-15,appCat.entertainment,1837.4569999999999,18
AS14.17,2014-04-15,mood,7.0,5
AS14.17,2014-04-15,screen,8146.620999574656,148
AS14.17,2014-04-15,sms,1.0,1
AS14.17,2014-04-15,appCat.office,13.126000000000001,2
AS14.17,2014-04-15,appCat.social,1506.4940000000001,30
AS14.17,2014-04-15,appCat.travel,82.572,2
AS14.17,2014-04-15,activity,0.1022362847088481,24
AS14.17,2014-04-15,circumplex.valence,1.0,5
AS14.17,2014-04-15,appCat.other,852.4649999999999,23
AS14.17,2014-04-15,appCat.builtin,1072.7299999999998,91
AS14.17,2014-04-15,circumplex.arousal,0.4,5
AS14.17,2014-04-12,appCat.communication,1120.927,66
AS14.17,2014-04-12,appCat.entertainment,1688.0900000000001,8
AS14.17,2014-04-12,mood,7.2,5
AS14.17,2014-04-12,screen,4691.583999395373,313
AS14.17,2014-04-12,appCat.social,1097.9880000000003,150
AS14.17,2014-04-12,activity,0.1659532018869328,24
AS14.17,2014-04-12,circumplex.valence,1.0,5
AS14.17,2014-04-12,appCat.other,39.147999999999996,5
AS14.17,2014-04-12,appCat.builtin,1124.2949999999996,172
AS14.17,2014-04-12,circumplex.arousal,0.4,5
AS14.17,2014-04-13,appCat.communication,1391.3229999999999,53
AS14.17,2014-04-13,appCat.entertainment,3120.5530000000003,18
AS14.17,2014-04-13,mood,7.2,5
AS14.17,2014-04-13,appCat.utilities,20.159,1
AS14.17,2014-04-13,screen,7935.848999738692,94
AS14.17,2014-04-13,appCat.social,2574.059,38
AS14.17,2014-04-13,appCat.travel,206.014,4
AS14.17,2014-04-13,activity,0.0756640189523358,24
AS14.17,2014-04-13,circumplex.valence,1.0,5
AS14.17,2014-04-13,appCat.other,55.028000000000006,5
AS14.17,2014-04-13,appCat.builtin,606.3839999999999,104
AS14.17,2014-04-13,circumplex.arousal,-0.2,5
AS14.17,2014-04-10,appCat.communication,3379.9930000000004,106
AS14.17,2014-04-10,appCat.entertainment,2517.9660000000003,18
AS14.17,2014-04-10,mood,6.75,4
AS14.17,2014-04-10,screen,8127.948999881751,95
AS14.17,2014-04-10,appCat.office,51.252,1
AS14.17,2014-04-10,appCat.social,1933.4999999999998,23
AS14.17,2014-04-10,appCat.travel,172.989,8
AS14.17,2014-04-10,activity,0.10077388350248441,24
AS14.17,2014-04-10,circumplex.valence,1.0,4
AS14.17,2014-04-10,appCat.other,186.31799999999998,8
AS14.17,2014-04-10,appCat.builtin,570.605,79
AS14.17,2014-04-10,circumplex.arousal,1.0,4
AS14.17,2014-04-11,appCat.communication,495.8919999999999,40
AS14.17,2014-04-11,appCat.entertainment,952.045,1
AS14.17,2014-04-11,mood,7.2,5
AS14.17,2014-04-11,appCat.utilities,57.440999999999995,3
AS14.17,2014-04-11,screen,3660.4830000400557,318
AS14.17,2014-04-11,appCat.social,1437.1950000000006,125
AS14.17,2014-04-11,appCat.travel,141.10899999999998,20
AS14.17,2014-04-11,activity,0.20737365024236556,24
AS14.17,2014-04-11,circumplex.valence,1.0,5
AS14.17,2014-04-11,appCat.other,39.482,5
AS14.17,2014-04-11,appCat.builtin,1072.6889999999996,197
AS14.17,2014-04-11,circumplex.arousal,0.4,5
AS14.17,2014-04-24,appCat.communication,2041.489,95
AS14.17,2014-04-24,appCat.entertainment,1305.8540000000003,12
AS14.17,2014-04-24,mood,7.2,5
AS14.17,2014-04-24,screen,8335.326000928884,125
AS14.17,2014-04-24,appCat.game,2562.907,1
AS14.17,2014-04-24,appCat.social,2004.768,33
